"V1"	"V2"	"V3"
"2115"	312	5976	177
"2116"	1052	2324	14109
"2117"	1390	3024	14944
"2118"	312	5976	177
"2119"	629	2504	16185
"2120"	7745	5792	6193
"2121"	16294	15484	15947
"2122"	3024	3415	7801
"2123"	10551	16079	16630
"2124"	1503	14480	12288
"2125"	2504	14698	14285
"2126"	8623	14631	11090
"2127"	5135	9787	14422
"2128"	2483	1732	2957
"2129"	14984	9934	9844
"2130"	3510	10696	13444
"2131"	5135	9787	14422
"2132"	2572	12240	5726
"2133"	2324	1052	14109
"2134"	1116	421	14984
"2135"	3	6496	29
"2136"	1390	3024	1090
"2137"	551	11373	4828
"2138"	2907	2136	12641
"2139"	14633	15123	9165
"2140"	7613	14840	12902
"2141"	14984	9934	9844
"2142"	14984	9934	48
"2143"	2572	13650	12240
"2144"	4456	9768	9654
"2145"	13382	15366	13654
"2146"	14984	9934	9844
"2147"	10166	3521	1014
"2148"	14633	15123	13732
"2149"	685	687	2520
"2150"	9626	8756	14840
"2151"	4456	9768	9654
"2152"	1896	1682	10418
"2153"	685	8583	2520
"2154"	11961	8312	5006
"2155"	14984	9934	9844
"2156"	312	5976	177
"2157"	16076	10413	3330
"2158"	1116	14166	3510
"2159"	10184	719	11756
"2160"	7363	1740	7271
"2161"	14984	2241	1214
"2162"	9142	6851	5409
"2163"	14984	13288	9934
"2164"	1587	14475	11106
"2165"	4589	12301	10870
"2166"	1204	9633	6614
"2167"	1390	774	1090
"2168"	5162	3614	6390
"2169"	98	8266	12072
"2170"	312	177	5976
"2171"	7735	456	1818
"2172"	4351	3089	4911
"2173"	1201	10967	671
"2174"	15289	3934	3933
"2175"	1666	1161	2212
"2176"	13382	15366	12479
"2177"	15708	13728	16224
"2178"	5305	15676	6411
"2179"	1892	1193	5
"2180"	4456	9654	9768
"2181"	10542	15295	4344
"2182"	1748	14918	9818
"2183"	5135	9787	16185
"2184"	6660	9563	3550
"2185"	1920	889	1423
"2186"	13722	13172	720
"2187"	671	8823	5000
"2188"	4381	8449	5242
"2189"	13382	15366	12479
"2190"	28	16076	10413
"2191"	7329	1365	5034
"2192"	14633	13732	15123
"2193"	7329	5034	4803
"2194"	14633	1435	13732
"2195"	10542	4344	15295
"2196"	312	5976	177
"2197"	4381	8449	9626
"2198"	2720	344	7314
"2199"	4517	6563	6940
"2200"	10696	184	792
"2201"	16046	3510	11867
"2202"	6660	7681	3550
"2203"	16185	3429	304
"2204"	10985	5162	16817
"2205"	5439	6117	14621
"2206"	7801	3415	2217
"2207"	1116	12121	4298
"2208"	1176	8724	1054
"2209"	13460	16520	10642
"2210"	9355	14389	184
"2211"	29	62	3
"2212"	11961	8312	13299
"2213"	284	756	7746
"2214"	671	691	5
"2215"	13382	15366	12479
"2216"	6054	1682	10418
"2217"	1927	3656	1932
"2218"	4517	6563	6940
"2219"	7219	3022	4911
"2220"	14674	11512	7171
"2221"	14984	9934	9844
"2222"	9884	11933	7301
"2223"	7329	1365	3676
"2224"	16046	227	16887
"2225"	1200	14588	15777
"2226"	11833	2715	8234
"2227"	2293	4984	6630
"2228"	1825	3818	683
"2229"	10551	16079	16630
"2230"	486	11344	15
"2231"	7222	4092	12301
"2232"	7222	4092	5922
"2233"	13444	10696	184
"2234"	551	11373	8898
"2235"	5	671	10967
"2236"	11918	4858	14385
"2237"	2225	2215	1680
"2238"	1	12868	11145
"2239"	10336	10236	16190
"2240"	14984	9934	9844
"2241"	858	3330	15038
"2242"	7301	3027	11933
"2243"	12478	8707	14633
"2244"	11425	2074	4392
"2245"	8631	7419	8814
"2246"	11961	8312	5006
"2247"	1875	13061	5081
"2248"	11131	5311	3579
"2249"	2483	1732	13652
"2250"	4456	9654	9768
"2251"	2907	2136	12641
"2252"	1792	13905	8517
"2253"	11933	3027	7301
"2254"	13288	5927	62
"2255"	5311	12812	9965
"2256"	16046	5938	6574
"2257"	16237	9363	14868
"2258"	16076	10413	9480
"2259"	11311	6959	16046
"2260"	9244	1612	1006
"2261"	14984	9934	478
"2262"	11081	799	7343
"2263"	5	671	691
"2264"	14631	1343	1346
"2265"	10601	5874	616
"2266"	14285	14698	2504
"2267"	7222	4092	14476
"2268"	312	177	1717
"2269"	16637	6726	13496
"2270"	14588	15777	15023
"2271"	1748	13680	8318
"2272"	8157	4381	8449
"2273"	7745	5792	2093
"2274"	3510	16780	4180
"2275"	4351	13192	3089
"2276"	5081	13061	348
"2277"	1450	1233	15841
"2278"	13061	5081	12697
"2279"	1792	13905	8592
"2280"	14984	4456	5874
"2281"	9563	6660	7681
"2282"	799	7343	11081
"2283"	7222	12301	4092
"2284"	13382	15366	12479
"2285"	3935	522	248
"2286"	13756	13779	9154
"2287"	16294	15484	16952
"2288"	3391	16980	12866
"2289"	883	448	1996
"2290"	8561	11502	543
"2291"	1204	626	9887
"2292"	14984	15484	16294
"2293"	10542	4344	15295
"2294"	14633	15123	13732
"2295"	14984	9934	9844
"2296"	8318	787	13680
"2297"	3089	4911	4351
"2298"	5000	8823	7766
"2299"	1818	7735	456
"2300"	14984	9934	9844
"2301"	12478	8707	1605
"2302"	9616	6328	1999
"2303"	4837	11915	15387
"2304"	15457	195	3415
"2305"	1748	13537	14918
"2306"	1938	2165	6431
"2307"	10679	9028	2953
"2308"	9142	6722	6851
"2309"	8419	10772	616
"2310"	9169	2093	1914
"2311"	6394	14944	8311
"2312"	177	312	5976
"2313"	15671	15982	14018
"2314"	4381	8449	8157
"2315"	9608	14171	10379
"2316"	4456	9768	9654
"2317"	11918	14496	14252
"2318"	3415	7801	13471
"2319"	2126	918	4837
"2320"	8150	2577	5540
"2321"	16079	10551	15988
"2322"	227	3429	6322
"2323"	312	5976	177
"2324"	1951	4973	5085
"2325"	13382	15366	12479
"2326"	7382	8719	7573
"2327"	14633	756	15123
"2328"	3510	11233	14117
"2329"	14598	12709	6147
"2330"	2093	2589	9169
"2331"	2546	9787	9408
"2332"	8877	1204	5581
"2333"	12572	5	671
"2334"	4456	9654	9768
"2335"	14944	136	8311
"2336"	9278	4961	14822
"2337"	14984	9934	9844
"2338"	10696	184	13444
"2339"	14984	9934	1825
"2340"	1932	402	1927
"2341"	1999	6684	589
"2342"	14633	15123	13732
"2343"	9608	10379	14171
"2344"	28	484	486
"2345"	16046	2572	12240
"2346"	12479	13772	13702
"2347"	3391	13207	14774
"2348"	5332	4832	7122
"2349"	551	11373	4828
"2350"	1046	441	1399
"2351"	65	64	1500
"2352"	4604	295	962
"2353"	1054	1176	7280
"2354"	2188	11756	719
"2355"	15457	195	344
"2356"	16046	10050	14289
"2357"	7329	5034	1365
"2358"	13382	597	13703
"2359"	312	5976	2106
"2360"	7222	4589	4092
"2361"	2758	9021	8213
"2362"	1748	14918	9818
"2363"	11961	7766	5000
"2364"	3649	10050	1818
"2365"	7170	9608	14171
"2366"	14984	4021	4281
"2367"	9791	9570	3553
"2368"	5439	1798	2494
"2369"	1682	1896	10418
"2370"	12315	12446	14289
"2371"	14984	12478	8707
"2372"	11081	7343	799
"2373"	9134	7994	3439
"2374"	6843	12395	9552
"2375"	14610	15717	6571
"2376"	1748	7931	14918
"2377"	14633	13732	15123
"2378"	9552	6843	7751
"2379"	7329	5034	1365
"2380"	16185	7994	3429
"2381"	4456	9654	9768
"2382"	3330	15297	15440
"2383"	14984	9934	551
"2384"	1932	1927	10624
"2385"	1825	9806	4985
"2386"	448	2054	10050
"2387"	10050	15073	2376
"2388"	14716	14018	14010
"2389"	4837	11915	15387
"2390"	15457	195	8602
"2391"	14088	508	11679
"2392"	9608	8916	10379
"2393"	667	1221	2782
"2394"	12315	12446	14716
"2395"	8623	14631	4615
"2396"	13172	13722	3037
"2397"	14984	10870	7222
"2398"	184	10696	2487
"2399"	7801	3415	10166
"2400"	12619	3743	7994
"2401"	11081	799	4155
"2402"	5000	7766	8823
"2403"	2504	14698	14285
"2404"	14984	4021	10696
"2405"	10542	4344	15295
"2406"	5822	181	402
"2407"	16046	3391	1091
"2408"	13172	720	3037
"2409"	6843	1013	9552
"2410"	8994	15944	13179
"2411"	1951	4973	9608
"2412"	9015	6855	1558
"2413"	14633	13732	15123
"2414"	1825	9806	1091
"2415"	16237	14868	9363
"2416"	7301	11933	3027
"2417"	4487	3645	7279
"2418"	671	691	5
"2419"	344	3649	9468
"2420"	9768	9654	4456
"2421"	14166	16938	8538
"2422"	10696	13444	551
"2423"	16046	5135	9787
"2424"	2715	11833	12479
"2425"	12478	8707	10166
"2426"	13756	4368	9154
"2427"	12416	10038	5665
"2428"	2241	8318	787
"2429"	9608	8916	10379
"2430"	8769	16926	2604
"2431"	10696	184	13444
"2432"	2546	9408	8989
"2433"	7382	7573	8719
"2434"	2293	4984	6630
"2435"	6311	841	3845
"2436"	13460	16962	10642
"2437"	11364	4101	11961
"2438"	1825	9806	1828
"2439"	3584	271	4114
"2440"	551	11373	5760
"2441"	13460	16962	10642
"2442"	3510	16780	416
"2443"	1510	5896	5756
"2444"	13382	15366	13654
"2445"	10872	1500	65
"2446"	799	7343	10857
"2447"	4837	2899	9616
"2448"	1722	9178	6614
"2449"	16076	10413	7382
"2450"	11961	12639	2356
"2451"	11425	4392	2074
"2452"	9654	4456	5874
"2453"	14166	4911	4351
"2454"	3391	9169	2093
"2455"	16076	10413	7159
"2456"	3415	7801	13471
"2457"	15872	12315	13933
"2458"	9608	10379	8916
"2459"	4456	9768	9654
"2460"	2136	2907	12641
"2461"	79	28	14166
"2462"	5034	1365	7329
"2463"	14984	9934	9844
"2464"	12054	9812	6016
"2465"	5162	3614	10008
"2466"	11157	1201	11330
"2467"	8561	11502	543
"2468"	2307	10542	11364
"2469"	11081	8483	2879
"2470"	2546	9408	8989
"2471"	7764	14633	13732
"2472"	14984	9934	3040
"2473"	16076	10413	5594
"2474"	4837	14984	5237
"2475"	16424	9780	13211
"2476"	13288	5927	6838
"2477"	2072	15599	8945
"2478"	2324	2550	1052
"2479"	6	488	1680
"2480"	9608	14171	10379
"2481"	3973	10544	10542
"2482"	15805	14018	16024
"2483"	12619	3743	10336
"2484"	2589	1415	2093
"2485"	14647	1503	12667
"2486"	4610	6394	4611
"2487"	7222	4092	16952
"2488"	14633	15123	13732
"2489"	10696	8631	1046
"2490"	9600	14018	16024
"2491"	14088	1883	3649
"2492"	1116	5162	12121
"2493"	28	11786	486
"2494"	12478	8707	3391
"2495"	4368	1792	13905
"2496"	284	7746	756
"2497"	14944	8311	13490
"2498"	14984	9934	9844
"2499"	11081	4502	2879
"2500"	16046	5938	5189
"2501"	10985	16817	10663
"2502"	3649	8442	11915
"2503"	12288	14480	6433
"2504"	14982	16068	14430
"2505"	15676	9276	14566
"2506"	2072	8945	16079
"2507"	2390	12639	11115
"2508"	2126	4699	12452
"2509"	14944	8311	13490
"2510"	14633	15123	13732
"2511"	799	7343	11081
"2512"	16185	282	9570
"2513"	1176	1054	8724
"2514"	312	5976	177
"2515"	6472	7256	6726
"2516"	4984	2293	10422
"2517"	3923	4318	10928
"2518"	2953	9028	13936
"2519"	3415	7801	10444
"2520"	962	4604	7363
"2521"	5135	9787	14422
"2522"	312	5976	177
"2523"	11330	8543	11830
"2524"	13172	13722	1748
"2525"	3429	6322	227
"2526"	13245	15736	10440
"2527"	344	9468	18
"2528"	15783	4879	11519
"2529"	6660	7681	3550
"2530"	11961	8312	5006
"2531"	2093	8318	9169
"2532"	1818	456	7735
"2533"	10413	16076	16707
"2534"	1748	14918	9818
"2535"	12673	7497	7492
"2536"	2572	12240	13650
"2537"	11425	2074	4392
"2538"	1792	13905	8592
"2539"	4368	962	4604
"2540"	7363	3315	7271
"2541"	3391	16980	12866
"2542"	1365	5034	7329
"2543"	3228	551	10184
"2544"	3592	16166	14610
"2545"	5305	6411	16042
"2546"	13172	6870	720
"2547"	14088	508	11679
"2548"	11081	799	7343
"2549"	3935	2072	8945
"2550"	16076	10413	16046
"2551"	2715	11833	8234
"2552"	13382	15366	13654
"2553"	15599	14463	4333
"2554"	1346	1343	2307
"2555"	1116	12121	2845
"2556"	1896	10418	1682
"2557"	11502	10568	8561
"2558"	14480	13926	9642
"2559"	8318	787	1340
"2560"	13460	15344	16962
"2561"	9142	11900	5409
"2562"	9142	6851	5409
"2563"	5000	7766	8823
"2564"	4241	4710	9101
"2565"	16046	10072	16887
"2566"	551	227	11373
"2567"	11833	2715	7349
"2568"	29	62	3
"2569"	7419	8631	8630
"2570"	14633	15123	13732
"2571"	7363	3315	7271
"2572"	14984	1116	9934
"2573"	14984	9934	9844
"2574"	227	3429	6322
"2575"	9570	3553	2021
"2576"	2504	14698	14285
"2577"	5305	6411	6965
"2578"	2572	6655	10928
"2579"	14704	7250	3837
"2580"	4541	177	16046
"2581"	15805	14018	14010
"2582"	9178	6614	1101
"2583"	7382	2072	7573
"2584"	551	13444	10696
"2585"	5896	1510	11918
"2586"	16185	3429	6322
"2587"	13248	3857	4605
"2588"	1204	2241	8690
"2589"	14633	15123	13444
"2590"	3510	10696	13444
"2591"	5416	936	11175
"2592"	227	16185	3429
"2593"	685	687	2520
"2594"	11081	799	970
"2595"	11081	7343	799
"2596"	1553	4091	9278
"2597"	1892	1210	1010
"2598"	12315	12446	11963
"2599"	1116	14984	12121
"2600"	3592	502	9015
"2601"	9363	16237	12892
"2602"	551	11373	227
"2603"	3391	9169	2093
"2604"	889	1949	7745
"2605"	3415	7801	13471
"2606"	13382	15366	12479
"2607"	4837	12232	13271
"2608"	11604	1091	1825
"2609"	4837	12232	13271
"2610"	883	193	3114
"2611"	4984	6630	12964
"2612"	9608	8916	14171
"2613"	14984	10870	7222
"2614"	5416	11576	11175
"2615"	12478	8707	11265
"2616"	2324	1052	14109
"2617"	3982	2136	14633
"2618"	15	29	3
"2619"	1825	9806	2115
"2620"	9633	10916	6581
"2621"	5332	7122	4832
"2622"	10413	16076	14608
"2623"	3391	10551	11539
"2624"	8995	8318	10945
"2625"	12479	6291	13702
"2626"	9608	10379	14171
"2627"	7745	5792	1760
"2628"	14633	15123	13732
"2629"	2264	7745	5792
"2630"	4984	2293	6630
"2631"	14018	15805	14010
"2632"	5135	9787	14588
"2633"	10166	3521	1414
"2634"	1666	1204	978
"2635"	14289	3279	1628
"2636"	14984	1116	12121
"2637"	9626	8756	13745
"2638"	3415	7801	2758
"2639"	1091	1825	2324
"2640"	4381	8449	5242
"2641"	14984	9934	9844
"2642"	4456	9768	9654
"2643"	1365	7329	5034
"2644"	4837	12232	13271
"2645"	4984	2293	756
"2646"	7159	13818	15805
"2647"	16076	10413	101
"2648"	1818	10899	14915
"2649"	344	1999	9468
"2650"	404	1137	3117
"2651"	11126	7571	4658
"2652"	3510	16637	4180
"2653"	16237	9363	14868
"2654"	11933	3027	7301
"2655"	16076	10413	16046
"2656"	13245	15736	7243
"2657"	1116	12121	10109
"2658"	14944	8311	13490
"2659"	799	11081	800
"2660"	13172	13722	720
"2661"	1951	4973	2152
"2662"	4381	8449	16333
"2663"	3024	1390	13579
"2664"	12572	5775	3889
"2665"	858	7379	4780
"2666"	9028	2953	10679
"2667"	799	11081	7343
"2668"	2715	11833	8234
"2669"	7746	284	16499
"2670"	551	2307	1425
"2671"	14166	16938	8538
"2672"	67	2758	7923
"2673"	2572	12240	13650
"2674"	9608	8811	10379
"2675"	1825	7745	5792
"2676"	4610	6394	404
"2677"	12619	8836	3743
"2678"	14984	14018	14010
"2679"	1214	2222	1204
"2680"	11311	6687	1408
"2681"	14633	13732	15123
"2682"	13382	15366	12479
"2683"	7382	10939	8719
"2684"	7130	7301	12984
"2685"	16046	177	312
"2686"	1013	9015	9552
"2687"	1	12868	11145
"2688"	16076	10413	9480
"2689"	15297	15440	3330
"2690"	3024	13579	1390
"2691"	9570	3553	2021
"2692"	16046	11961	8312
"2693"	454	4281	1343
"2694"	7497	7492	5984
"2695"	989	9552	5874
"2696"	1825	9806	1828
"2697"	756	227	6322
"2698"	6986	8208	15988
"2699"	14984	9934	10696
"2700"	597	4980	7093
"2701"	9142	6851	4517
"2702"	799	11081	7343
"2703"	1105	1091	1176
"2704"	2907	2136	12641
"2705"	16141	14246	16193
"2706"	13795	12221	10631
"2707"	16076	10413	10985
"2708"	15457	195	5672
"2709"	5811	11833	1740
"2710"	13382	15366	12479
"2711"	7764	14633	13732
"2712"	3391	12866	16076
"2713"	9957	1359	7329
"2714"	3439	1986	7994
"2715"	5507	10985	685
"2716"	12478	8707	10646
"2717"	14984	9934	10870
"2718"	12898	5258	8561
"2719"	9142	5409	1690
"2720"	16076	10413	16046
"2721"	8831	8126	15590
"2722"	1116	12121	16076
"2723"	14633	15123	13732
"2724"	4517	9608	10379
"2725"	14984	1682	10418
"2726"	11265	12478	8707
"2727"	7745	5792	1449
"2728"	7159	7489	8783
"2729"	11604	1116	2991
"2730"	11756	719	2188
"2731"	9608	12898	14171
"2732"	4837	11915	15387
"2733"	4376	6795	5523
"2734"	10914	11441	10619
"2735"	2572	14984	12240
"2736"	9625	5927	13288
"2737"	551	11373	10985
"2738"	14984	9934	1539
"2739"	9042	12692	16822
"2740"	1435	9028	2953
"2741"	1	12868	11145
"2742"	10868	4376	6795
"2743"	1	12868	11145
"2744"	7735	10544	10542
"2745"	5812	14389	9355
"2746"	1054	1176	7280
"2747"	4837	12232	13271
"2748"	2831	3935	15841
"2749"	7329	5034	3676
"2750"	11918	9515	4858
"2751"	4101	11364	667
"2752"	7301	11933	9884
"2753"	756	12479	15
"2754"	8868	8870	3259
"2755"	312	402	5976
"2756"	9626	8756	13745
"2757"	404	2427	4639
"2758"	7403	9015	3415
"2759"	11604	2991	10050
"2760"	12478	8707	14412
"2761"	8831	8126	15590
"2762"	1046	441	2034
"2763"	1680	6	3495
"2764"	1675	4478	978
"2765"	1221	13254	2782
"2766"	14944	8311	13490
"2767"	1210	7752	989
"2768"	5162	1415	4615
"2769"	7822	2831	3228
"2770"	2293	4984	2819
"2771"	4809	2715	11833
"2772"	10551	16079	16630
"2773"	9570	3553	2021
"2774"	6147	14598	12508
"2775"	13818	4298	685
"2776"	15680	7382	2697
"2777"	16294	15484	16952
"2778"	5135	9787	14422
"2779"	551	14984	11373
"2780"	7382	16279	14774
"2781"	12650	7419	8631
"2782"	12641	2907	2136
"2783"	16185	3429	6322
"2784"	7314	2720	12205
"2785"	6542	15099	484
"2786"	7363	7271	3315
"2787"	7382	7573	8719
"2788"	1748	14918	9818
"2789"	1792	13905	8517
"2790"	15599	14463	10486
"2791"	799	11081	7343
"2792"	14984	9934	9844
"2793"	16046	12054	9758
"2794"	3228	7822	4108
"2795"	8047	10542	1932
"2796"	14633	8419	10772
"2797"	10928	6655	480
"2798"	14984	9934	9844
"2799"	1792	13905	8592
"2800"	2126	16046	1927
"2801"	6431	1396	2264
"2802"	14822	9278	4
"2803"	12479	13712	13772
"2804"	16185	3429	6322
"2805"	2324	11648	2550
"2806"	1825	2126	6468
"2807"	184	10696	13444
"2808"	12416	10168	16365
"2809"	5000	7766	5858
"2810"	11095	14729	14956
"2811"	312	5976	177
"2812"	6795	8532	4376
"2813"	1365	5034	7329
"2814"	685	14984	687
"2815"	16046	9408	2546
"2816"	9115	12478	8707
"2817"	8561	543	11502
"2818"	685	4911	7382
"2819"	1182	1478	5000
"2820"	2222	38	7626
"2821"	1748	13537	7745
"2822"	13382	15366	13654
"2823"	4456	9768	9654
"2824"	12621	16952	4589
"2825"	11640	15115	16271
"2826"	3496	11126	4658
"2827"	16046	16887	5189
"2828"	15676	14566	9276
"2829"	14633	15123	13732
"2830"	177	312	402
"2831"	14984	2758	9934
"2832"	2072	8945	10219
"2833"	1951	2241	4973
"2834"	5000	7766	8823
"2835"	1748	14918	9818
"2836"	594	10696	184
"2837"	1116	12121	16566
"2838"	2324	1052	14109
"2839"	16076	10413	12446
"2840"	9608	10379	8916
"2841"	1951	4973	2152
"2842"	16046	6726	13374
"2843"	2093	9169	1499
"2844"	1932	1927	11126
"2845"	14633	15123	13732
"2846"	2572	13650	3228
"2847"	14984	1825	1365
"2848"	11933	9884	3923
"2849"	11918	4858	9515
"2850"	13382	15366	12479
"2851"	2307	1343	1344
"2852"	16046	3521	10166
"2853"	9616	2899	8678
"2854"	8163	14633	7136
"2855"	484	28	6
"2856"	4456	5874	9768
"2857"	14633	15123	13732
"2858"	29	3	15
"2859"	8631	7419	6272
"2860"	16076	10413	10696
"2861"	16046	10542	4344
"2862"	2093	9169	1499
"2863"	13245	15736	7243
"2864"	13912	15848	16525
"2865"	2546	9408	8989
"2866"	14166	404	4639
"2867"	10542	4344	2402
"2868"	13382	15366	12479
"2869"	15599	14463	9903
"2870"	5332	7122	4832
"2871"	14978	3391	8650
"2872"	1210	1666	329
"2873"	5332	4832	6038
"2874"	2072	8945	28
"2875"	15344	8756	9626
"2876"	2293	4984	12964
"2877"	1566	13460	1029
"2878"	4517	6563	6940
"2879"	11671	1390	3024
"2880"	1949	7271	1478
"2881"	9887	589	3085
"2882"	14241	11269	15839
"2883"	1951	4973	11918
"2884"	815	7329	1365
"2885"	5046	5500	6662
"2886"	423	777	1228
"2887"	11081	799	7343
"2888"	1214	2222	38
"2889"	8419	10772	13516
"2890"	14633	448	15123
"2891"	5097	3022	10720
"2892"	2572	12240	13650
"2893"	9178	1722	6614
"2894"	5305	6411	14588
"2895"	2758	344	8942
"2896"	4837	11915	15387
"2897"	1792	13905	8592
"2898"	4837	12232	13271
"2899"	1651	14822	4050
"2900"	14984	9934	9844
"2901"	9608	14171	10659
"2902"	2222	38	1214
"2903"	14984	9934	9844
"2904"	2093	9169	1499
"2905"	16076	10413	9480
"2906"	685	687	5507
"2907"	10985	16817	14717
"2908"	2546	8989	9408
"2909"	10696	184	8561
"2910"	14389	9355	5812
"2911"	2504	14698	11364
"2912"	1455	4719	6287
"2913"	16046	6574	1939
"2914"	14984	9934	11269
"2915"	14982	14018	16068
"2916"	551	16926	2715
"2917"	2188	2231	2550
"2918"	4368	1832	7363
"2919"	1748	3645	4487
"2920"	12478	8707	1630
"2921"	14088	508	11679
"2922"	14633	15123	13732
"2923"	11539	10531	16079
"2924"	4478	978	9119
"2925"	14984	551	11441
"2926"	1175	6496	98
"2927"	12416	7979	9880
"2928"	685	687	2520
"2929"	14633	13732	15123
"2930"	551	11373	1950
"2931"	1748	8994	15944
"2932"	9570	16185	9941
"2933"	1951	1764	4973
"2934"	8877	1204	1689
"2935"	9244	1612	9042
"2936"	5896	1510	9570
"2937"	2546	9408	8989
"2938"	12416	10038	5665
"2939"	15457	195	4944
"2940"	29	6496	531
"2941"	7329	5034	1365
"2942"	13288	12650	184
"2943"	2126	9446	5268
"2944"	1200	14588	3441
"2945"	6353	2167	10166
"2946"	16076	10413	1551
"2947"	9142	3391	5409
"2948"	13110	14503	14989
"2949"	10542	8258	4344
"2950"	5874	9768	4456
"2951"	1792	13905	8592
"2952"	177	312	5976
"2953"	11918	4858	9515
"2954"	14633	15123	13732
"2955"	7801	3415	5425
"2956"	14166	9178	5450
"2957"	14166	14335	15599
"2958"	15424	13288	16219
"2959"	2477	14496	11203
"2960"	2720	7314	10149
"2961"	14984	9934	551
"2962"	16076	10413	2661
"2963"	3415	4743	7801
"2964"	589	9887	626
"2965"	16046	13245	15736
"2966"	14982	16068	14430
"2967"	10542	1818	8095
"2968"	14882	1896	10249
"2969"	9178	1722	10928
"2970"	2324	1052	14109
"2971"	13490	8311	4780
"2972"	1818	10899	456
"2973"	16046	5332	6571
"2974"	1875	13061	5081
"2975"	11269	15839	15618
"2976"	12639	351	10934
"2977"	2572	12904	12240
"2978"	11498	2697	10631
"2979"	2093	9169	1499
"2980"	2126	4699	15786
"2981"	7070	10985	7630
"2982"	1748	14918	9818
"2983"	6795	4376	5523
"2984"	16141	14246	16193
"2985"	1553	1552	4091
"2986"	7363	6049	3315
"2987"	14984	9934	9844
"2988"	7745	5792	1449
"2989"	3510	16780	7421
"2990"	2324	1052	14109
"2991"	11081	7343	799
"2992"	14984	1241	15484
"2993"	15966	16517	9626
"2994"	9608	10379	14171
"2995"	10050	15073	2260
"2996"	14480	13926	9642
"2997"	64	1500	10872
"2998"	2577	5477	8150
"2999"	823	10868	6795
"3000"	799	7343	11081
"3001"	14166	6905	8903
"3002"	2546	9408	8989
"3003"	12478	8707	551
"3004"	14088	508	11679
"3005"	1175	98	6007
"3006"	16275	12691	16059
"3007"	12479	13712	13702
"3008"	9570	3553	2021
"3009"	7159	14598	12709
"3010"	5305	6411	3090
"3011"	1116	2845	12121
"3012"	11604	9178	1722
"3013"	13245	15736	10410
"3014"	14633	756	6394
"3015"	1988	312	177
"3016"	10928	6655	13975
"3017"	29	15	28
"3018"	15676	14566	9276
"3019"	1	12868	11145
"3020"	16059	13728	9600
"3021"	15872	15782	16106
"3022"	5332	4832	13929
"3023"	12348	8814	4605
"3024"	9608	8916	10379
"3025"	2907	12641	2136
"3026"	5416	11576	11175
"3027"	4487	3645	7279
"3028"	15599	14463	9903
"3029"	883	193	2955
"3030"	2758	8942	9021
"3031"	16076	10413	16046
"3032"	9042	12692	12315
"3033"	1748	14918	9818
"3034"	6431	8280	15468
"3035"	16076	10413	5594
"3036"	14018	15610	15198
"3037"	15841	13450	1450
"3038"	1503	5416	14064
"3039"	2572	12240	13650
"3040"	10985	16817	8275
"3041"	551	11373	671
"3042"	14608	3510	2142
"3043"	5135	9015	9787
"3044"	16046	14631	1343
"3045"	14698	14285	2504
"3046"	551	11373	1950
"3047"	10166	3521	227
"3048"	14480	13926	9642
"3049"	2758	8942	5425
"3050"	3391	9169	2093
"3051"	7735	12054	9812
"3052"	16980	3391	4985
"3053"	671	10050	691
"3054"	11579	9558	689
"3055"	11918	10490	9515
"3056"	3510	10910	10631
"3057"	3024	2758	316
"3058"	10050	15073	10506
"3059"	16076	10413	13460
"3060"	3818	683	5311
"3061"	522	12054	9812
"3062"	2758	8942	9021
"3063"	1396	1789	1923
"3064"	1116	16046	12121
"3065"	799	11081	7343
"3066"	9633	6581	10916
"3067"	3265	7382	11701
"3068"	1	12868	1551
"3069"	2572	12240	13650
"3070"	16046	9244	1612
"3071"	14241	11269	15618
"3072"	9494	404	2427
"3073"	551	3429	227
"3074"	13245	15736	7243
"3075"	11539	2711	1632
"3076"	15513	6986	14215
"3077"	6614	1101	9178
"3078"	5332	4832	7122
"3079"	551	4368	11373
"3080"	1116	12121	10109
"3081"	8561	11502	740
"3082"	640	8932	8316
"3083"	4368	5874	13756
"3084"	1	12868	11145
"3085"	2953	2142	9028
"3086"	8631	8814	7419
"3087"	4456	5874	9654
"3088"	10696	184	13444
"3089"	15958	4376	15783
"3090"	14633	15123	13732
"3091"	14633	3982	13732
"3092"	1796	1214	53
"3093"	4710	9101	9898
"3094"	1	16857	12868
"3095"	1221	2222	6060
"3096"	9178	1722	1101
"3097"	12416	10168	13538
"3098"	551	11373	12054
"3099"	1740	5811	7363
"3100"	14633	15123	13732
"3101"	7745	5792	962
"3102"	915	6431	1768
"3103"	5439	15988	5706
"3104"	7382	7573	16308
"3105"	2546	8989	9408
"3106"	6258	13172	1170
"3107"	3510	16780	28
"3108"	3024	13579	1390
"3109"	4351	3089	4911
"3110"	12416	1435	9028
"3111"	16294	15484	4555
"3112"	9633	10916	6581
"3113"	9626	8756	13745
"3114"	10601	9028	2953
"3115"	719	11756	2188
"3116"	4456	9654	5874
"3117"	3649	3539	8939
"3118"	14631	12538	1343
"3119"	14984	551	9934
"3120"	14984	9934	12619
"3121"	9363	16237	14868
"3122"	9015	6855	2010
"3123"	9363	16237	14868
"3124"	10696	184	13444
"3125"	282	1365	7329
"3126"	1435	10166	3521
"3127"	15805	14018	13872
"3128"	312	5976	177
"3129"	1503	8247	6721
"3130"	13245	15736	10410
"3131"	15599	14463	9903
"3132"	448	883	2054
"3133"	1503	8247	13341
"3134"	2212	16185	2079
"3135"	28	24	3934
"3136"	2584	7050	3382
